course_title,content_duration
Ruby on Rails a Beginners Guide ,6.5
Mastering Basic CSS Selectors.,3.0
Comprehensive TypeScript,4.5
"Essential HTML, CSS & HTML5 Training",5.5
HTML 5 and CSS 3 - tricks and workarounds,5.5
"How to Register a Domain, Set Up Hosting, and Edit Web Pages",3.0
WordPress Plugins Treasure Chest,3.0
Practical Understanding of PHP and MySQL,5.5
Building a Social Network in PHP & MySQL From Scratch,14.0
Create a Powerful Website with the Cool Bootstrap Framework,4.0
HTML5 and CSS3 -Start building beautiful websites,2.5
Learn Laravel: Create Your Web App Step-By-Step,4.0
Learn JavaScript From Scratch:Become Top Rated Web Developer,5.0
"Installing Wordpress 4 - Installation, Registrars & Hosting",2.5
WordPress for Beginners 2017 + Google AdSense Implementation,6.5
HTML5 and CSS for Beginner To Expert,4.5
Become a Kick-Ass Web Developer: From Newbie to Pro,48.5
Django Tutorial: Build Your First App Fast & Free! ,2.5
Create a social network using PHP Mysqli HTML Css and JQuery,6.0
Web Building Starter Pack. Html Css and JQuery Animations,7.5
Learn OAuth 2.0 - Theory and Hands On,3.0
Learning CSS3 - A Comprehensive Tutorial For Web Developers,8.0
Professional WordPress Theme Development from Scratch,25.5
The Ultimate jQuery Course,2.5
Build an Advanced Single Page with Bootstrap & WordPress,6.0
Master all PHP ideas 2017 to build any project,3.0
Learn To Build Apps Using Play Framework,5.5
"WordPress Development With NodeJS, Gulp, Composer & More",4.0
Become PHP Facebook Developer: Password-Less Authentication,4.0
Ultimate guide to Social Media Web development integration ,2.5
Learn MeteorJS By Building 10 Real World Projects,15.0
AngularJS Masterclass - Deep Dive & Understand AngularJS,6.0
HTML5 for beginners,5.0
All in one HTML CSS and JQuery,3.0
Create a Responsive Business Website with WordPress,5.5
JavaScript Promises: Applications in ES6 and AngularJS,2.5
Learn to build 20 websites and build 14 iOS9 apps with swift,22.5
Customizr - Learn WordPress with the ultimate creative theme,5.0
WordPress for Beginners - Build Your First Website in 2017,7.0
Projects in Foundation Framework - Learn By Building 10 Apps,10.0
Drupal for Beginners,5.0
Foundations of Front-End Web Development,20.5
Angular 2 - Superheroic Framework,3.0
Social Network Web Development,8.0
Building Web Applications with Spring MVC,3.0
"HTML5, CSS3 & Bootstrap - How to Create a Responsive Website",3.5
HTML & CSS - Learn to build sleek websites ,3.5
Master Angular 2 - The No Nonsense Course,2.5
Master ASP . NET 4 from scratch,16.0
CoffeeScript: The Good Parts—Write Better javaScript,2.5
Mastering Magento,3.5
Your Own Site in 45 Min: The Complete Wordpress Course,4.0
Learn Knockout JS Framework from GroundUp,5.0
Master Riot: Learn Riot.js from Scratch,3.5
Learning Axure RP,4.5
"Complete guide to install Wordpress, PHP on Cloud,AWS or VPS",3.0
"Kids Coding -Introduction to HTML, CSS and JavaScript",7.0
Webpack 1 & 2 - The Complete Guide,6.5
Wordpress for beginners :Build Websites Fast without Coding ,5.0
ASP.Net MVC Quick Start,5.5
Build a Chatbot integrated Website using Bootstrap 4,3.0
PSD to Bootstrap 3 for Beginners using HTML & CSS,2.5
Build Advanced Responsive Websites with Foundation 6 & SASS,22.5
Build Complex Express Sites with Redis and Socket IO,3.5
Building a ASP.NET MVC 5 Membership Website,25.5
Drupal Views: Introduction to Enhancing Your Drupal Website,2.5
Bootstrap Bootcamp - Responsive web development- 8 projects,7.0
Learning Bootstrap 3 - Tutorial From Infinite Skills,3.0
"Learn animation using CSS3, Javascript and HTML5",2.5
The Complete JavaScript Bootcamp,5.0
Complete JavaScript Course for Beginners with Easy Examples,4.0
Angular 2 Master Class with Alejandro Rangel,9.5
Quick learning jQuery web development,3.0
Google Blogger Course,3.5
Mastering Modern Web Development Using React,2.5
The Essential Web Developer Course - Build 12 Websites,16.5
Build Powerful Websites & Blogs using WordPress - No Coding,3.0
Learn to Build Web Apps using UnderscoreJS : Code Like a Pro,3.5
Building Web Apps Using Flask and Neo4j,2.5
Learn Web Animation the Easy Way: An Intro to SVG and GSAP,3.0
Display and analyze GIS data on the web with Leaflet.js,12.5
Responsive Web Design with HTML5 and CSS3 - Introduction,8.0
Master Typescript : Learn Typescript from scratch,3.5
Angularjs-WebApi2-EFCodeFirst Web App On 3-Tier Architecture,6.5
Automate Web Development With Gulp JS,3.5
Bootstrap 4 Responsive Web Design and Development,7.5
Intro To HTML & CSS: Web Development For Beginners,4.0
Become Exceptional in HTML and HTML5,6.5
Become a Rockstar Web Developer - Learn By Coding,11.0
Spring 4 Mastercourse: Covers Annotation & XML Configuration,23.5
WordPress Plugin Development for 2017 - Build 14 Plugins,7.0
"Learn to Code in HTML5, CSS3, and JavaScript",2.5
Getting Started with Magento,3.5
Ruby on Rails Foundations,6.5
Learn Azure Cloud Step by Step,2.5
Learn Facebook Flux Architecture for Web Applications,6.5
Object Orientation in PHP,5.0
Build A YouTube Downloader With C# And GitHub,2.5
Querying Microsoft SQL Server 2012 - (Exam No. 70-461),6.5
HTTP Clients with Laravel: Use and Consume Services and APIs,3.5
Modern E-Commerce Store In php & mysqli With Bootstrap,66.5
Simple And Easy: Wordpress For Beginners,3.0
Advance JavaScript for Coders: Learn OOP in JavaScript,11.5
Web Development With Google Maps,8.5
jQuery UI Ultimate:Design Amazing Interfaces Using jQuery UI,12.5
Learning Path: The Road to Elasticsearch,5.0
HTML/CSS Bootcamp,10.0
JavaScript High Performance,4.5
Fundamentals of Angular 2 Full Stack Design,6.5
JavaScript and jQuery Basics: Start The Journey,5.0
"WordPress Development - Themes, Plugins & Single Page Apps",19.5
HTML5 Geolocation in Depth:Build 7 HTML5 Geolocation Apps,6.5
Building a Search Engine in PHP & MySQL,2.5
JavaScript from Scratch for Very Beginners,5.0
Learn Web Development by Creating a Social Network,6.5
Building Responsive Websites with Bootstrap 3 Framework,3.0
Create a Membership Site with Wishlist Member & Wordpress,2.5
17 Complete JavaScript   projects explained step by step,9.5
HTML and CSS: A Guide to Web Design,14.0
Drupal 8 Site Building,4.5
Learn Bootstrap 4 The Most Popular HTML5 CSS3 & JS Framework,10.0
The Extreme Web Development Course - For Beginners,5.5
Ultimate JavaScript Objects,2.5
The Complete Web Developer Course - Build 20 Websites,15.5
Learn HTML5 Canvas for beginners,3.5
Bootstrap 4 Beginners: Code a Responsive Landing Page,3.5
Build Wordpress CMS Clone with Laravel 5,8.5
